store_id,month,deliveryTracked,deliveryLate,deliveryTime
8651,2012-06-28,45,16,4017
8095,2012-04-28,0,0,0
8757,2012-03-29,961,599,69120
8857,2012-03-29,793,29,17109
8992,2012-03-29,499,318,23600
8464,2012-03-29,1463,575,88254
8143,2012-04-28,1617,618,90258
8143,2012-06-28,2376,1490,191189
8128,2012-03-29,2087,1001,136166
8085,2012-05-29,78,54,8194
8016,2012-05-29,2079,1080,146267
8820,2012-04-28,64,5,1466
8842,2012-04-28,0,0,0
8407,2012-03-29,75,27,5659
8126,2012-04-28,734,43,22958
8756,2012-06-28,504,396,51667
8236,2012-05-29,758,99,30458
8118,2012-03-29,615,153,29856
8766,2012-04-28,1152,540,70351
7822,2012-03-29,1887,788,108537
8554,2012-04-28,502,226,33957
8104,2012-04-28,37,8,1825
8338,2012-06-28,432,167,23676
8060,2012-04-28,702,256,37692
8987,2012-06-28,2651,218,91287
8405,2012-05-29,205,126,14717
9081,2012-04-28,40,32,3871
8805,2012-06-28,777,305,46151
8275,2012-06-28,2203,1096,145737
8430,2012-05-29,5,2,234
9031,2012-03-29,180,8,5521
8348,2012-05-29,653,388,56130
9011,2012-04-28,0,0,0
8437,2012-03-29,64,32,4706
8279,2012-04-28,16,5,1053
8145,2012-06-28,704,62,22744
8601,2012-04-28,2079,596,102548
8867,2012-05-29,426,72,18489
8984,2012-05-29,21,13,1692
8326,2012-05-29,3704,151,102934
8372,2012-03-29,2891,1063,151594
8512,2012-03-29,461,97,19510
8025,2012-04-28,1711,513,82123
9133,2012-06-28,521,116,24858
8943,2012-06-28,923,461,66398
9020,2012-04-28,1849,194,64670
8136,2012-03-29,2454,990,138337
8094,2012-03-29,1055,372,59872
8571,2012-06-28,1363,801,93741
8465,2012-05-29,1196,186,41331
8154,2012-05-29,2907,683,141431
8053,2012-05-29,6058,1749,293889
8540,2012-05-29,1166,324,57342
8711,2012-03-29,799,383,47144
8099,2012-06-28,2570,1271,169276
9126,2012-05-29,607,24,22215
8234,2012-05-29,1063,267,50352
8310,2012-05-29,1004,108,38037
9001,2012-04-28,615,102,27359
8607,2012-03-29,197,21,8367
8927,2012-04-28,24,0,653
8508,2012-05-29,1004,189,44498
8401,2012-05-29,70,13,4263
8818,2012-05-29,48,16,2670
8857,2012-06-28,780,83,25409
8129,2012-06-28,129,37,5162
9004,2012-05-29,2,2,0
8401,2012-06-28,72,8,1981
8550,2012-04-28,197,51,8847
9007,2012-03-29,302,27,10449
8493,2012-06-28,3250,1082,174150
8355,2012-05-29,197,116,13078
7095,2012-05-29,558,507,66684
8324,2012-04-28,442,75,19124
9228,2012-06-28,807,13,19480
8463,2012-06-28,216,43,8753
8420,2012-05-29,2019,626,99789
8130,2012-06-28,523,429,52010
8770,2012-04-28,750,283,39042
8145,2012-04-28,639,37,19002
8538,2012-04-28,145,35,7535
8017,2012-03-29,1782,645,100701
8868,2012-03-29,164,91,11931
8922,2012-06-28,121,2,4236
8944,2012-05-29,340,167,26927
8882,2012-05-29,51,5,1547
8978,2012-05-29,1188,183,44666
8981,2012-05-29,737,81,24983
8985,2012-06-28,83,72,7921
8704,2012-05-29,785,153,30969
8656,2012-04-28,24,16,2608
8355,2012-06-28,159,105,10932
8419,2012-05-29,907,159,37845
8711,2012-05-29,936,456,52903
8122,2012-06-28,56,54,5570
8075,2012-03-29,648,315,38264
8279,2012-03-29,29,16,2600
8396,2012-03-29,1312,602,78367
9088,2012-03-29,0,0,0
8385,2012-04-28,54,18,3593
8927,2012-03-29,35,5,1355
8931,2012-04-28,2559,618,125709
8584,2012-05-29,469,205,26732
8079,2012-04-28,904,548,47506
8023,2012-04-28,3545,1314,197591
8206,2012-05-29,143,86,11326
8559,2012-03-29,126,37,6466
8654,2012-03-29,16,16,2559
8869,2012-06-28,0,0,0
8916,2012-06-28,248,81,12881
8681,2012-03-29,64,8,2249
9032,2012-06-28,148,13,5845
8274,2012-05-29,1066,167,48513
9075,2012-06-28,216,24,7568
8013,2012-04-28,2473,1528,187255
8186,2012-04-28,934,129,39455
8828,2012-03-29,1971,162,73793
8095,2012-05-29,0,0,0
8231,2012-04-28,421,108,20563
8643,2012-06-28,32,13,2054
9000,2012-04-28,64,10,2821
8487,2012-03-29,753,324,43240
9147,2012-05-29,0,0,0
9126,2012-06-28,999,10,34900
8740,2012-03-29,1428,758,83087
8541,2012-06-28,361,116,22690
8405,2012-04-28,294,170,21038
8144,2012-04-28,278,97,21605
8662,2012-04-28,3879,348,147798
8749,2012-04-28,1611,529,82487
8915,2012-05-29,118,16,5178
8220,2012-04-28,153,97,11709
8032,2012-06-28,556,118,26608
8444,2012-03-29,40,24,2160
8223,2012-05-29,108,24,5308
9225,2012-06-28,548,267,40211
8152,2012-04-28,75,48,4884
8418,2012-04-28,140,121,14388
8341,2012-04-28,175,32,7867
8591,2012-03-29,54,10,2259
8126,2012-05-29,807,83,26595
8606,2012-04-28,729,267,30393
8418,2012-03-29,153,135,12579
9019,2012-06-28,145,27,5610
8651,2012-03-29,143,13,5121
8881,2012-06-28,291,189,25471
8341,2012-06-28,159,54,9930
8470,2012-05-29,2616,1873,239922
8241,2012-04-28,796,145,36271
8389,2012-05-29,143,51,8213
8942,2012-03-29,99,37,5791
8573,2012-06-28,345,234,27245
8607,2012-04-28,164,67,8923
8206,2012-05-29,143,86,11326
8324,2012-06-28,548,167,26103
8115,2012-04-28,4430,448,171725
8085,2012-04-28,121,86,10508
8156,2012-04-28,1382,639,82490
8822,2012-05-29,2111,67,69425
8541,2012-04-28,294,64,13300
8101,2012-04-28,1074,280,52323
7617,2012-06-28,3342,842,144512
8998,2012-05-29,0,0,0
8779,2012-05-29,726,191,34009
8306,2012-05-29,1393,372,67510
8444,2012-06-28,48,37,5589
9028,2012-06-28,1412,1158,143294
8908,2012-03-29,5,5,1188
8342,2012-06-28,1020,261,51845
7402,2012-04-28,5926,880,256435
8224,2012-06-28,1784,610,83808
8231,2012-05-29,429,159,24132
8992,2012-06-28,483,372,46067
9256,2012-06-28,83,0,1879
8083,2012-04-28,2805,545,120749
8404,2012-05-29,542,121,27359
8158,2012-05-29,315,67,17841
8389,2012-06-28,213,86,9744
8704,2012-04-28,826,143,29548
8818,2012-06-28,0,0,0
8961,2012-04-28,966,64,27450
8315,2012-06-28,807,297,46842
8898,2012-03-29,0,0,0
8598,2012-03-29,62,29,3620
8766,2012-03-29,1161,475,64430
8231,2012-03-29,413,59,16591
9054,2012-06-28,2,0,45
8924,2012-03-29,953,318,52998
8881,2012-04-28,337,153,20271
8652,2012-05-29,1865,140,59027
8134,2012-03-29,464,64,19683
9057,2012-04-28,148,5,3445
8571,2012-05-29,980,396,53503
8690,2012-03-29,429,162,20417
9021,2012-06-28,0,0,0
8744,2012-04-28,1260,631,81602
8954,2012-04-28,27,21,2721
8040,2012-06-28,4036,426,156667
8080,2012-06-28,7465,3971,497534
8315,2012-04-28,704,442,46850
8154,2012-03-29,1104,305,55012
8381,2012-05-29,113,62,10222
8061,2012-05-29,1139,529,70456
8373,2012-04-28,2027,453,88198
8680,2012-04-28,1269,253,55323
8388,2012-06-28,321,145,21435
8433,2012-06-28,1447,664,86165
8819,2012-06-28,1217,699,91494
8091,2012-05-29,234,91,12549
8083,2012-05-29,2880,545,122458
8646,2012-06-28,324,32,10222
8780,2012-06-28,450,137,25836
8386,2012-03-29,432,232,29848
8991,2012-06-28,828,469,57715
8951,2012-05-29,531,56,16961
8453,2012-06-28,3420,1053,156832
8757,2012-04-28,958,680,78024
8040,2012-04-28,2961,569,126932
8162,2012-06-28,5910,677,207535
8274,2012-04-28,1134,159,49474
8371,2012-03-29,1652,882,110138
7402,2012-05-29,4795,1009,215530
8981,2012-06-28,1069,124,38628
8085,2012-03-29,48,48,5597
9032,2012-03-29,126,24,5537
8661,2012-05-29,558,351,42136
8431,2012-06-28,585,64,19275
8919,2012-04-28,245,21,5427
8887,2012-05-29,5346,321,178650
8559,2012-06-28,253,151,17150
8216,2012-06-28,901,480,71158
9019,2012-03-29,16,2,531
8910,2012-03-29,178,40,7252
8220,2012-06-28,48,48,3356
8134,2012-05-29,472,75,21367
8903,2012-04-28,2127,210,79974
8278,2012-06-28,1838,180,63198
8569,2012-05-29,302,224,31957
8900,2012-06-28,1938,648,102384
8310,2012-03-29,1026,137,36795
8680,2012-05-29,1223,191,48751
8911,2012-03-29,16,5,742
8914,2012-03-29,253,78,16070
9010,2012-05-29,205,21,7392
9028,2012-04-28,758,391,50741
8541,2012-05-29,305,81,14777
8385,2012-06-28,62,5,2351
9075,2012-05-29,94,5,4185
8114,2012-03-29,664,153,25577
8308,2012-05-29,1806,194,60636
8342,2012-04-28,912,118,37943
8452,2012-03-29,110,64,8402
9263,2012-06-28,70,13,3380
8381,2012-03-29,113,59,8326
8132,2012-05-29,1088,56,35029
8463,2012-04-28,256,56,11107
8557,2012-06-28,113,70,9212
8922,2012-05-29,67,0,1782
8697,2012-05-29,359,170,20206
8383,2012-05-29,356,110,18225
8362,2012-04-28,0,0,0
8549,2012-04-28,1595,159,61773
8025,2012-06-28,1989,518,91087
8740,2012-06-28,1420,812,95042
8975,2012-04-28,10530,734,429113
8773,2012-05-29,475,213,30323
8374,2012-05-29,915,151,40572
8405,2012-06-28,297,148,17649
8659,2012-06-28,45,13,2349
8330,2012-04-28,121,70,7932
8051,2012-05-29,1026,278,52806
8114,2012-06-28,801,207,39600
8431,2012-05-29,432,67,15654
8309,2012-05-29,264,145,23006
8032,2012-03-29,645,59,20212
8138,2012-03-29,1250,159,52193
8396,2012-06-28,1495,885,102718
9088,2012-05-29,407,75,15606
8884,2012-06-28,278,108,18087
9117,2012-05-29,294,97,15498
8698,2012-03-29,1906,823,107673
8023,2012-03-29,3272,1744,225074
8667,2012-04-28,126,32,6247
9075,2012-03-29,8,0,253
8666,2012-06-28,0,0,0
8120,2012-04-28,645,305,42187
8217,2012-04-28,707,67,24308
8775,2012-03-29,413,48,14180
8383,2012-03-29,375,70,17663
7239,2012-03-29,4676,207,131873
8125,2012-04-28,796,75,27739
8237,2012-04-28,1827,523,91980
8874,2012-05-29,97,37,5643
8756,2012-04-28,445,288,33701
8138,2012-04-28,1123,148,48602
8970,2012-04-28,1069,302,56878
9008,2012-04-28,13,5,629
8554,2012-05-29,518,256,33447
9091,2012-03-29,2,0,67
8224,2012-04-28,1800,653,98730
8104,2012-06-28,0,0,0
8959,2012-06-28,143,108,5923
8947,2012-04-28,637,175,30782
8776,2012-04-28,569,140,28020
8558,2012-04-28,1860,143,56332
9014,2012-06-28,321,48,12636
8697,2012-06-28,550,232,31455
9081,2012-03-29,51,37,5670
8658,2012-04-28,645,102,26141
8493,2012-03-29,2683,623,117930
8280,2012-03-29,2565,345,103920
8643,2012-04-28,110,54,5753
9013,2012-03-29,2095,523,95631
7818,2012-04-28,11175,3925,630401
7438,2012-06-28,0,0,0
8949,2012-04-28,2,2,437
8108,2012-06-28,521,27,13316
8513,2012-06-28,1498,434,83594
8016,2012-03-29,2856,1336,174673
7822,2012-04-28,1938,818,112093
8763,2012-03-29,702,342,42619
9014,2012-03-29,32,8,2257
8210,2012-03-29,801,51,26684
8348,2012-06-28,974,521,83581
7837,2012-06-28,3307,1287,176674
8313,2012-05-29,2797,1077,160574
8082,2012-04-28,993,356,55898
7981,2012-05-29,275,48,11796
8917,2012-04-28,43,35,3936
8904,2012-03-29,864,5,19288
8012,2012-04-28,5529,510,180114
8658,2012-03-29,785,45,25744
8873,2012-04-28,67,35,3807
8920,2012-05-29,32,5,1441
8428,2012-06-28,86,72,10359
8032,2012-05-29,653,129,30288
8223,2012-06-28,132,35,7284
7974,2012-06-28,1482,345,65024
8023,2012-06-28,4006,1201,204063
7117,2012-03-29,4033,3809,120679
8241,2012-05-29,467,151,24877
8398,2012-03-29,2632,656,125849
8186,2012-03-29,885,118,34287
8922,2012-03-29,137,8,5381
8349,2012-03-29,680,361,45327
8241,2012-06-28,680,167,32540
8705,2012-05-29,869,553,64956
8419,2012-03-29,1104,91,38780
9009,2012-03-29,691,234,43591
8413,2012-03-29,2686,348,104646
8236,2012-04-28,758,59,24108
8534,2012-04-28,16,16,2508
8398,2012-06-28,2764,939,152388
8835,2012-06-28,1293,899,112849
8215,2012-05-29,2775,1741,200599
9030,2012-05-29,531,218,28252
8908,2012-06-28,8,8,823
8975,2012-03-29,9428,469,347252
8934,2012-05-29,35,13,2052
8914,2012-06-28,415,118,20749
8554,2012-06-28,448,205,30655
8715,2012-04-28,807,594,76628
8100,2012-04-28,491,288,37295
8276,2012-03-29,2043,758,117325
8992,2012-05-29,450,280,25282
9023,2012-04-28,823,86,26694
8549,2012-03-29,1698,226,66563
7438,2012-03-29,0,0,0
8413,2012-06-28,3059,413,115562
8031,2012-03-29,1169,407,58943
8846,2012-05-29,0,0,0
8887,2012-04-28,3987,234,121740
8076,2012-03-29,1431,445,75667
8367,2012-06-28,434,51,15130
8381,2012-06-28,113,59,7651
8970,2012-03-29,977,275,50870
8789,2012-05-29,186,113,14520
9006,2012-03-29,37,27,2832
8472,2012-05-29,1863,936,120390
8978,2012-06-28,1744,580,91694
8573,2012-04-28,302,148,20646
8931,2012-05-29,2700,321,117784
8315,2012-05-29,712,380,46350
8237,2012-03-29,1919,567,100807
8950,2012-05-29,270,135,19161
8959,2012-04-28,221,140,14847
9128,2012-04-28,0,0,0
8232,2012-04-28,64,29,5300
8325,2012-06-28,245,24,7727
9003,2012-04-28,1039,70,28606
8414,2012-05-29,828,10,17868
8978,2012-04-28,1209,234,51310
9087,2012-04-28,272,86,14488
8979,2012-06-28,753,91,27666
8083,2012-06-28,2967,707,140456
8372,2012-04-28,3015,1287,174706
9005,2012-03-29,118,0,3134
7974,2012-03-29,2073,737,111628
8097,2012-05-29,1576,999,121419
8697,2012-03-29,502,183,26111
8739,2012-04-28,353,153,21435
7923,2012-03-29,3742,2419,275437
8279,2012-06-28,64,29,3210
8939,2012-05-29,10,8,683
8671,2012-06-28,453,102,20814
8513,2012-03-29,1706,124,57634
8325,2012-05-29,0,0,0
7438,2012-05-29,0,0,0
8418,2012-05-29,151,113,11215
9047,2012-05-29,0,0,0
8671,2012-03-29,194,51,8966
8763,2012-05-29,604,369,39730
8100,2012-06-28,467,213,27432
8594,2012-06-28,1428,307,64114
8960,2012-06-28,942,294,64014
8129,2012-03-29,121,24,5842
8326,2012-04-28,3391,135,89866
7818,2012-05-29,11367,4220,700315
8773,2012-03-29,945,561,70213
8774,2012-04-28,315,113,18135
8573,2012-03-29,259,162,22277
8918,2012-04-28,299,2,5759
8871,2012-05-29,2127,972,125361
8868,2012-04-28,0,0,0
8224,2012-05-29,1584,418,73977
7146,2012-05-29,7778,1201,306895
8437,2012-06-28,121,78,8472
8414,2012-04-28,888,5,17622
7968,2012-03-29,251,102,15241
7617,2012-03-29,2826,297,88303
8884,2012-04-28,364,108,20196
8777,2012-06-28,631,321,45038
8099,2012-03-29,1576,626,85811
8984,2012-06-28,8,2,348
8311,2012-04-28,334,54,10548
8912,2012-06-28,0,0,0
8562,2012-04-28,761,585,65529
8060,2012-05-29,804,329,51135
8957,2012-05-29,958,375,62388
8962,2012-05-29,1007,226,47679
8993,2012-03-29,480,229,25930
9005,2012-05-29,116,2,3493
8099,2012-05-29,1906,718,107379
8037,2012-04-28,2848,1323,177978
8100,2012-05-29,372,207,23738
8936,2012-05-29,810,164,35002
8450,2012-06-28,194,8,7206
8908,2012-05-29,8,5,807
8121,2012-06-28,5,0,251
8382,2012-04-28,248,67,12654
7617,2012-04-28,3164,472,107095
8685,2012-03-29,864,423,51972
8216,2012-05-29,675,348,51880
8677,2012-03-29,461,24,13775
8889,2012-04-28,1598,648,97297
9045,2012-03-29,91,2,2646
8561,2012-04-28,955,278,48953
8140,2012-06-28,1050,253,51837
9087,2012-05-29,572,202,32742
8018,2012-05-29,2313,1096,146024
8381,2012-04-28,183,113,15352
8948,2012-04-28,1104,205,48362
8324,2012-05-29,426,132,18432
8115,2012-05-29,3574,448,136679
8584,2012-06-28,631,302,40602
8040,2012-05-29,3034,580,132440
8082,2012-06-28,785,194,35383
8954,2012-06-28,18,18,2135
8396,2012-04-28,1406,680,87434
8822,2012-04-28,2073,21,61595
8690,2012-04-28,442,151,20098
8855,2012-05-29,410,135,20255
8880,2012-05-29,205,5,7009
8553,2012-06-28,45,2,2284
8697,2012-04-28,442,180,26508
8409,2012-05-29,2070,189,79903
8079,2012-05-29,0,0,0
8029,2012-05-29,5356,3013,379431
8932,2012-06-28,264,113,17582
8306,2012-03-29,1436,415,71936
8141,2012-03-29,801,378,52285
8977,2012-03-29,0,0,0
8308,2012-04-28,1962,159,55714
8152,2012-05-29,0,0,0
8063,2012-03-29,426,116,19626
9001,2012-05-29,680,102,29597
8984,2012-04-28,29,27,3280
8708,2012-05-29,621,372,48181
8453,2012-05-29,3078,440,113497
8177,2012-06-28,94,81,12498
8715,2012-05-29,783,653,86135
9031,2012-06-28,650,18,17782
8276,2012-05-29,1647,602,93233
8079,2012-06-28,0,0,0
8059,2012-04-28,945,191,38207
8939,2012-06-28,0,0,0
8695,2012-05-29,1023,604,65858
8210,2012-05-29,882,75,30809
8183,2012-03-29,1620,402,81996
8413,2012-05-29,2535,394,101314
8362,2012-03-29,0,0,0
9100,2012-05-29,1058,45,28609
8078,2012-06-28,2413,1468,169975
8163,2012-06-28,72,8,3102
8471,2012-04-28,1455,521,75251
8472,2012-03-29,1593,596,87093
8867,2012-06-28,583,102,24872
8776,2012-05-29,531,205,30234
8183,2012-06-28,1836,334,85784
8994,2012-03-29,353,124,18927
9128,2012-05-29,251,35,9234
8060,2012-03-29,594,224,36892
8900,2012-04-28,1474,240,61859
8354,2012-06-28,1001,734,92242
8541,2012-04-28,294,64,13300
8775,2012-05-29,0,0,0
9099,2012-05-29,351,40,12603
8453,2012-03-29,2886,348,98315
8236,2012-06-28,947,140,33990
8235,2012-04-28,99,21,4671
8428,2012-04-28,140,70,12320
8559,2012-05-29,164,81,10932
8846,2012-03-29,0,0,0
8924,2012-06-28,2235,612,123138
9003,2012-03-29,666,48,19359
8051,2012-06-28,1031,267,52369
8846,2012-06-28,0,0,0
8977,2012-05-29,0,0,0
8183,2012-04-28,1539,407,75859
8957,2012-03-29,594,129,28844
8656,2012-03-29,32,24,2840
8654,2012-06-28,18,18,1509
8921,2012-03-29,162,16,5013
8988,2012-04-28,623,391,38672
8600,2012-04-28,2548,599,108359
8584,2012-03-29,429,170,22887
8512,2012-04-28,453,99,20495
8728,2012-05-29,1271,872,98439
7617,2012-05-29,2924,534,105910
9075,2012-04-28,110,13,4252
8697,2012-04-28,442,180,26508
8037,2012-05-29,3021,1485,196381
8790,2012-03-29,2578,116,69273
8319,2012-03-29,121,70,5389
8646,2012-03-29,253,21,8307
8130,2012-05-29,440,364,44334
8409,2012-06-28,2592,486,112584
8452,2012-05-29,135,32,6191
8835,2012-05-29,974,664,85576
8409,2012-04-28,2494,531,113710
8831,2012-04-28,0,0,0
8471,2012-03-29,1468,469,71282
8744,2012-03-29,1088,604,72778
8814,2012-05-29,486,45,15406
8917,2012-03-29,54,51,5124
8392,2012-05-29,180,75,11415
8168,2012-05-29,853,108,35753
8963,2012-03-29,464,67,20163
8387,2012-06-28,0,0,0
8018,2012-03-29,2265,1123,142095
8966,2012-03-29,0,0,0
8158,2012-06-28,302,75,15141
8818,2012-04-28,105,45,6555
8146,2012-04-28,153,27,5845
8908,2012-04-28,2,0,140
8125,2012-05-29,669,213,39114
8671,2012-05-29,286,81,13046
8082,2012-05-29,1026,413,60871
8479,2012-03-29,515,72,21826
8275,2012-04-28,2025,772,119218
7981,2012-06-28,0,0,0
8814,2012-04-28,594,37,19415
9032,2012-04-28,113,10,4209
8656,2012-05-29,18,13,1541
8218,2012-03-29,888,145,36150
8397,2012-05-29,2997,842,145324
8606,2012-05-29,820,251,40408
9005,2012-06-28,151,13,5535
8980,2012-06-28,1244,353,62955
8994,2012-05-29,507,270,35116
9133,2012-04-28,0,0,0
9006,2012-05-29,129,97,11448
8649,2012-03-29,191,37,8194
8963,2012-06-28,459,264,32607
8434,2012-03-29,59,32,3199
9055,2012-06-28,54,37,5753
8977,2012-04-28,0,0,0
8215,2012-06-28,3483,2489,269211
8643,2012-03-29,110,48,5346
8701,2012-04-28,594,275,34025
8095,2012-03-29,0,0,0
9009,2012-06-28,151,62,10260
8598,2012-06-28,81,29,4930
8373,2012-05-29,2097,415,93860
8434,2012-05-29,35,21,2251
8701,2012-06-28,631,345,38944
8235,2012-06-28,0,0,0
8319,2012-06-28,305,110,16224
8060,2012-06-28,942,437,68334
9154,2012-06-28,888,580,69800
8858,2012-05-29,815,567,70861
8335,2012-03-29,502,102,22107
8728,2012-03-29,1293,834,97289
8985,2012-04-28,48,37,4290
8029,2012-04-28,5958,3701,456829
8958,2012-06-28,2818,477,113710
8560,2012-04-28,10,5,1150
8649,2012-06-28,207,51,12160
8335,2012-06-28,396,102,20368
8879,2012-04-28,229,62,12933
8383,2012-04-28,348,78,17201
8556,2012-04-28,24,21,2594
8105,2012-04-28,2837,267,90938
8167,2012-04-28,1104,261,53122
8280,2012-05-29,2500,224,96527
8913,2012-06-28,353,94,18279
7095,2012-03-29,645,645,67267
8561,2012-05-29,912,396,54275
9047,2012-06-28,0,0,0
8015,2012-03-29,931,364,52377
8125,2012-03-29,758,78,28090
8555,2012-05-29,51,8,2241
8311,2012-05-29,369,29,10030
8661,2012-06-28,793,456,51826
8026,2012-06-28,2006,972,122050
8790,2012-04-28,2664,94,69897
8540,2012-03-29,1115,270,51354
8898,2012-04-28,24,2,731
8367,2012-05-29,475,29,14377
8055,2012-06-28,0,0,0
8705,2012-06-28,953,580,70945
8393,2012-03-29,1158,348,57169
8346,2012-06-28,1757,531,87277
8810,2012-03-29,561,423,61430
8355,2012-04-28,191,110,12649
8374,2012-04-28,904,226,43067
8274,2012-06-28,1101,191,49709
8072,2012-05-29,3393,2081,257690
9023,2012-03-29,510,99,25506
8943,2012-03-29,990,307,49501
8106,2012-05-29,8,8,988
8430,2012-06-28,10,2,405
8810,2012-05-29,91,43,7546
8667,2012-06-28,367,143,22358
8874,2012-04-28,105,67,9185
8165,2012-05-29,942,35,27756
8106,2012-04-28,43,16,2592
8335,2012-04-28,575,162,26468
8922,2012-04-28,83,13,3321
7061,2012-04-28,6201,677,197950
8206,2012-04-28,283,51,11947
8992,2012-04-28,442,278,22091
9164,2012-05-29,10,2,588
8568,2012-04-28,40,35,5786
8548,2012-05-29,4806,1350,236560
7239,2012-05-29,4376,172,118068
8310,2012-06-28,1301,202,51335
8695,2012-06-28,1282,837,92437
8940,2012-04-28,542,32,14758
8957,2012-04-28,918,243,48049
8820,2012-03-29,94,13,2702
8908,2012-03-29,5,5,1188
8017,2012-04-28,1790,658,93339
8879,2012-06-28,299,167,22458
8177,2012-05-29,164,143,20736
8918,2012-06-28,737,5,15500
8912,2012-03-29,27,10,2205
8061,2012-03-29,974,367,53962
8165,2012-06-28,1444,67,43526
8654,2012-04-28,16,10,1549
8305,2012-06-28,3960,499,158290
8979,2012-05-29,680,75,22912
8779,2012-03-29,718,148,30121
8778,2012-04-28,634,291,36401
8605,2012-06-28,237,24,9733
8763,2012-04-28,585,361,40446
8867,2012-04-28,558,89,23446
8927,2012-05-29,13,5,515
8727,2012-04-28,72,16,3183
8086,2012-06-28,1881,375,87725
7061,2012-03-29,6083,261,158471
8537,2012-05-29,156,10,4949
8073,2012-04-28,270,13,6523
8571,2012-03-29,947,423,54901
8275,2012-05-29,2049,847,119315
8662,2012-06-28,3915,307,144547
8705,2012-04-28,761,388,47125
8124,2012-03-29,550,469,56948
8428,2012-05-29,97,67,10759
8963,2012-04-28,531,108,24915
8904,2012-06-28,1142,45,32643
8373,2012-03-29,2089,186,73110
8408,2012-03-29,1598,91,53627
8019,2012-06-28,2624,1047,144628
8648,2012-04-28,1036,191,39870
8162,2012-03-29,5505,378,162691
8325,2012-03-29,0,0,0
8919,2012-05-29,1098,10,16942
8154,2012-04-28,2718,899,151310
8107,2012-05-29,43,24,3194
9025,2012-05-29,693,167,31001
